AmbSYS - Ambulance Systems Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year:<All>,Period Name:<All>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year,Period Name,Parent org code,Parent name,Org Code,Org Name,HQU03_1_1_3 SUM,HQU03_1_1_4 SUM,HQU03_1_1_5 SUM,HQU03_1_1_6 SUM,HQU03_1_1_7 SUM,HQU03_1_2_1 SUM,HQU03_1_2_2 SUM,SQU03_1_1_1 SUM,SQU03_1_1_2 SUM,SQU03_2_1_1 SUM,SQU03_2_1_2 SUM,SQU03_2_2_1 SUM,SQU03_2_2_2 SUM,SQU03_2_3_1 SUM,SQU03_2_3_2 SUM,SQU03_8_1_1_50 SUM,SQU03_8_1_1_95 SUM,SQU03_8_1_1_99 SUM,SQU03_9_1_1_50 SUM,SQU03_9_1_1_95 SUM,SQU03_9_1_1_99 SUM,SQU03_10_1_1 SUM,SQU03_10_1_2 SUM,SQU03_10_2_1 SUM,SQU03_10_2_2 SUM,Asi Srs17 1 1 1 SUM
2014-15,NOVEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,40,51,9.75,418,552,549,572,23,1973,12,168,22,529,17,1973,1,1,8,6.27,17.04,20.49,168,1819,821,1651,1123
2014-15,NOVEMBER,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,789,1228,18.7,22412,40771,37170,41669,863,139538,428,15048,1304,15807,2204,139538,0,16,67,8,24.2,46.8,15048,99748,29164,84700,63047
2014-15,NOVEMBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,681,1010,14.36,10242,14311,14292,15262,1790,43316,236,1622,315,5015,692,43316,1,65,113,6.37,22.33,37.11,1622,22859,8570,28088,20612
2014-15,NOVEMBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1596,2347,15.37,23418,33662,33441,35938,3224,111228,232,2062,817,14872,1079,111228,3,27,77,6.83,21.57,41.13,2062,64677,18459,69628,61362
2014-15,NOVEMBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1280,1789,13.49,17133,23730,24621,25480,592,72080,330,3933,430,12408,1677,72080,1,20,64,6.12,15.81,24.58,3933,36255,14961,47094,38331
2014-15,NOVEMBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,769,1056,14.41666667,14902,20842,20494,21867,121,67435,315,3912,736,15133,84,67435,2,7,38,8.63,16.67,25.5,3912,53744,15718,49832,34699
2014-15,NOVEMBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,1431,1832,11.83,22844,31493,32199,33325,776,87210,390,3339,1237,21442,0,87210,1,7,50,6.27,16.85,25.37,3339,61918,25591,68051,46736
2014-15,NOVEMBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,976,1327,14.6,15956,24854,23941,26056,367,73467,388,3396,1056,18568,192,73467,1,5,28,7.07,22.22,33.4,3396,49275,23633,56748,39092
2014-15,NOVEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,777,1035,13.52,16494,21948,21994,22983,548,50829,619,6510,907,20823,0,50829,3,26,69,5.95,18.78,27.47,6510,61366,23616,54856,32561
2014-15,NOVEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,625,863,15.45,10223,14001,14055,14839,774,40237,260,2538,802,15307,913,40237,3,29,104,6.12,19.45,34.55,2538,40142,15706,37675,22228
2014-15,NOVEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1125,1507,15.4,17711,25009,24706,26447,605,72278,527,3827,1371,23301,0,72278,2,15,55,6.2,21.2,34.9,3827,47062,23065,43916,35481
2014-15,OCTOBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,33,41,9.25,441,581,585,600,27,1969,4,132,15,519,24,1969,1,1,6,5.52,17.01,19.91,132,1801,784,1669,1146
2014-15,OCTOBER,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,824,1285,21.1,23624,41069,38519,42078,663,147579,9,15425,1261,16374,2046,147579,0,14,67,7.7,21.1,37.4,15425,102135,30036,86710,64503
2014-15,OCTOBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,675,1025,16.01333333,10491,14722,14624,15659,1593,45422,203,1547,296,5077,748,45422,1,50,104,6.42,22.36,36.52,1547,23020,8792,28316,20700
2014-15,OCTOBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1589,2229,14.6,24711,33528,33390,35684,3714,113713,265,2305,897,15236,1237,113713,1,21,65,6.5,21.25,42.65,2305,66118,18967,70388,62051
2014-15,OCTOBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1246,1704,13.44,17119,23170,23868,24656,577,74449,259,3047,442,12913,1771,74449,1,26,88,5.8,14.96,22.44,3047,39185,15936,48562,38120
2014-15,OCTOBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,770,1061,14.81666667,15218,21064,20683,22092,261,69061,313,4001,720,15083,78,69061,2,10,42,8.48,16.42,24.97,4001,53911,15628,49910,34827
2014-15,OCTOBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,1352,1763,12.22,23403,31991,32704,33754,895,81633,390,3327,1264,21921,0,81633,1,13,57,6.23,16.6,25.13,3327,62536,26002,68390,46986
2014-15,OCTOBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,928,1264,15.1,15205,24321,23034,25462,469,75469,383,3378,1083,18749,167,75469,1,5,33,7.37,23.25,35.52,3378,49720,23343,56345,39407
2014-15,OCTOBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,777,1031,14.63,16543,21836,21920,22867,426,50746,545,6058,870,20977,0,50746,3,26,69,5.9,18.7,27.97,6058,60900,23768,54842,32403
2014-15,OCTOBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,673,946,14.41,9908,13303,13524,14220,987,36347,225,2249,745,14940,884,36347,4,78,168,5.97,18.82,31.15,2249,39357,15336,37186,22112
2014-15,OCTOBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1118,1488,14.8,18474,25114,24911,26537,451,73265,488,3683,1403,24029,0,73265,2,16,54,6,20,31.2,3683,48305,23687,45251,36248
2014-15,SEPTEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,27,33,9.25,401,527,535,545,21,1982,10,167,21,480,19,1982,1,1,6,5.01,16.23,19.55,167,1748,738,1581,1101
2014-15,SEPTEMBER,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,735,1185,19.4,20445,37788,35002,38682,809,146319,36,13778,1154,15447,2329,146319,0,24,74,8.1,22.5,39.8,13778,95232,28534,81454,60372
2014-15,SEPTEMBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,292,383,12.7,11303,14995,13776,14494,1583,43300,183,1266,312,5747,506,43300,1,61,111,6.1,20.05,33.83,1266,22770,9115,27797,19892
2014-15,SEPTEMBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1710,2391,14.2,22743,31023,31720,33370,4262,108647,239,2174,783,14413,1021,108647,1,25,62,6.33,18.9,33.82,2174,63917,17823,67364,59482
2014-15,SEPTEMBER,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1068,1555,13.87,15283,21615,22316,23130,736,67806,145,1779,444,12071,1968,67806,1,21,72,5.85,15.1,22.74,1779,40329,15020,46038,36740
2014-15,SEPTEMBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,821,1130,14.38333333,14128,19635,19422,20745,356,66292,234,3920,716,14030,223,66292,2,16,60,8.62,16.77,25.58,3920,50981,14561,47061,33031
2014-15,SEPTEMBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,551,664,10.77,23103,30537,30361,31201,719,77086,357,3086,1146,20665,0,77086,1,9,53,5.98,15.8,23.67,3086,59701,24483,65247,45131
2014-15,SEPTEMBER,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,886,1246,15.18,13906,22214,21402,23379,532,71731,338,2924,1075,17950,157,71731,1,23,89,7.28,22.45,34.9,2924,47051,22320,52878,36712
2014-15,SEPTEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,757,962,13.27,15189,20348,20343,21310,755,47579,570,6102,794,19567,0,47579,3,31,76,5.95,18.97,28.43,6102,57637,22466,51528,30138
2014-15,SEPTEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,672,884,13.83,9954,13031,13307,13893,1840,40112,293,2291,737,14247,1099,40112,3,52,107,5.7,17.32,29.75,2291,38024,14730,35733,21003
2014-15,SEPTEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1054,1359,14,19066,24807,24869,26110,616,70350,445,3197,1336,22833,0,70350,2,22,65,5.5,18.6,30.8,3197,46944,23026,44343,35355
2015-16,APRIL,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,24,32,9.1,459,617,532,554,23,1872,11,189,15,431,19,1872,1,1,7,5.24,16.36,19.84,189,1711,757,1522,1203
2015-16,APRIL,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,772,1111,17.6,24283,37525,36181,38418,71,118423,370,13164,1257,14907,1575,118423,0,2,20,6.9,18.3,31.8,13164,95003,27673,81839,61535
2015-16,APRIL,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,714,975,13.2,10511,13622,13965,14573,293,39008,196,1405,218,4888,133,39008,1,42,79,6.17,19.42,31.22,1405,22198,8445,27816,20633
2015-16,APRIL,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1717,2411,14.5,24058,33355,33172,35561,647,101988,233,7184,459,14289,536,101988,1,4,40,6.58,21.42,39.12,7184,68356,19243,68229,56925
2015-16,APRIL,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1160,1548,12.94,15809,21759,22360,23244,622,68510,61,3592,359,10761,1114,68510,1,18,30,6.15,15.93,24.43,3592,36883,12880,41273,33187
2015-16,APRIL,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,830,1106,13.38333333,15138,20287,20068,21349,66,64991,302,4030,671,14147,294,64991,2,4,33,8.12,15.87,24.61,4030,52028,14683,47998,33851
2015-16,APRIL,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,1513,1864,11.02,23060,30019,31131,31883,360,97015,324,3000,1216,21103,0,97015,1,3,29,5.85,15.28,23.13,3000,59991,24456,64956,44887
2015-16,APRIL,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,1036,1297,13.52,16696,23341,23474,24570,0,0,280,2631,1016,17768,0,0,1,3,6,6.33,19.37,30.23,2631,47284,22417,54728,38726
2015-16,APRIL,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,864,1139,14,16378,21178,21511,22317,215,48795,502,6032,859,19750,0,48795,3,14,47,5.73,17.88,26.53,6032,58308,22356,52276,31124
2015-16,APRIL,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,828,1080,13.35,9983,13043,13371,13977,329,40593,290,2254,760,14529,885,40593,3,15,85,5.72,18.1,29.87,2254,37229,14915,35196,21370
2015-16,APRIL,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1043,1322,13.3,15812,23181,22679,24471,531,71811,857,6136,1322,22470,0,71811,2,15,54,7.1,23,36.9,6136,47498,21947,42131,34371
2015-16,AUGUST,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,35,51,10.45,423,618,607,641,33,2292,11,244,14,526,17,2292,1,1,10,5.17,16.48,19.62,244,2000,867,1756,1224
2015-16,AUGUST,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,809,1229,18.5,25711,39572,37793,40535,226,126337,312,13760,1378,16043,1408,126337,0,2,49,6.9,19.2,35.8,13760,98816,29873,85056,62695
2015-16,AUGUST,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,638,883,14.15,10163,14361,14325,15213,786,42542,212,1538,263,5127,68,42542,1,48,117,6.87,21.75,35.57,1538,22632,8565,27708,20209
2015-16,AUGUST,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1781,2291,12.73,26144,34659,35081,36884,380,106842,389,7827,930,17123,652,106842,1,3,30,6.27,23.47,52.77,7827,72366,22608,71851,56504
2015-16,AUGUST,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1132,1647,15.39,16697,23844,24095,25356,517,76289,70,3224,368,12029,1387,76289,1,19,57,5.89,15.48,23.65,3224,39139,14362,43633,36107
2015-16,AUGUST,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,744,1046,15.3,14185,21689,20169,22672,440,71099,281,4648,718,14334,151,71099,2,19,64,9.86,20.27,33.62,4648,53138,14833,48490,34156
2015-16,AUGUST,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,1437,1782,11.77,24102,31639,32543,33421,883,97048,421,3089,1453,22178,0,97048,1,4,36,5.93,15.7,23.55,3089,62169,25755,67654,45967
2015-16,AUGUST,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,1042,1418,14.72,15595,25232,24004,26509,525,78562,368,3196,1096,19213,241,78562,1,6,50,7.4,23.25,35.5,3196,50013,23438,57378,40742
2015-16,AUGUST,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,789,1090,15.77,16142,22412,22123,23502,623,54237,600,7342,916,21292,0,54237,3,63,139,6.17,20.6,31.05,7342,61940,24132,54598,31551
2015-16,AUGUST,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,631,886,14.88,10298,14375,14208,15136,358,45595,394,4136,774,14943,873,45595,3,11,70,6.27,20.27,35.5,4136,40283,15339,36364,21145
2015-16,AUGUST,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1135,1490,14.8,18025,26123,24900,27218,485,76692,776,5895,1399,24598,0,76692,2,14,56,7.1,24.2,38.7,5895,51034,24518,46044,35668
2015-16,JULY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,39,56,9.75,473,628,610,643,31,2097,13,186,17,454,34,2097,1,1,7,4.47,16.54,22.05,186,1845,771,1658,1238
2015-16,JULY,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,776,1155,17.9,26457,39965,38230,40870,429,130379,369,13629,1377,16187,1469,130379,0,3,58,6.8,18.9,34.9,13629,100293,29886,86664,64390
2015-16,JULY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,666,887,13.5,10980,14593,14695,15457,367,39590,189,1328,244,5217,72,39590,1,42,93,6.35,20.52,33.78,1328,22675,9066,28378,20570
2015-16,JULY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1830,2308,13.52,26433,34799,35018,37033,609,108381,329,7714,551,16963,903,108381,1,3,34,6.3,24.15,56.3,7714,72787,22490,71777,56975
2015-16,JULY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1172,1655,13.74,16468,23489,23794,24961,587,76140,48,3183,351,11769,1153,76140,1,19,55,5.85,15.08,22.52,3183,39096,14048,43168,35849
2015-16,JULY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,796,1061,13.8,14859,21128,20325,22140,93,70456,302,4874,687,14492,183,70456,2,4,31,8.87,17.93,28.63,4874,53845,15026,48971,34479
2015-16,JULY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,1534,1933,11.85,23957,31513,32582,33446,654,98535,408,3093,1406,22453,0,98535,1,3,33,5.95,15.57,23.92,3093,63026,25950,68212,46655
2015-16,JULY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,1049,1405,14.87,15781,25232,24047,26498,409,80657,361,3322,1215,19790,232,80657,1,5,33,7.32,22.98,35.07,3322,51115,23954,57978,41417
2015-16,JULY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,809,1104,14.62,16150,22024,21817,23128,418,52085,611,7237,869,21209,0,52085,3,39,90,6.07,19.87,30.37,7237,62277,24402,55040,31779
2015-16,JULY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,645,952,15.22,9892,13958,13887,14828,614,46630,312,2612,702,15264,899,46630,3,6,73,6.42,20.6,35.55,2612,39424,15640,37010,21487
2015-16,JULY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1087,1443,14.4,16780,25177,24040,26558,513,77519,772,5783,1393,24373,0,77519,3,17,68,7.3,25.3,42.1,5783,50447,24145,45524,35787
2015-16,JUNE,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,20,30,9.75,432,564,498,552,17,2054,26,203,16,472,24,2054,1,1,20,4.57,18.67,34.68,203,1786,790,1583,1110
2015-16,JUNE,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,835,1254,17.1,25274,38743,37075,39718,149,127289,327,13631,1211,15506,1464,127289,0,2,40,6.9,19.1,34.8,13631,96743,28460,83112,61984
2015-16,JUNE,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,639,833,12.9,9898,13457,13440,14265,682,40556,243,1457,276,4935,96,40556,1,45,112,6.65,21.87,35.87,1457,21982,8395,26826,19718
2015-16,JUNE,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,1819,2279,12.5,27005,34548,35222,36740,180,103768,535,7524,1077,17109,1193,103768,1,3,23,6.07,21.2,46.68,7524,71536,22110,70176,55703
2015-16,JUNE,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1037,1494,13.9,15743,22357,22619,23744,663,73871,48,3285,350,10830,1404,73871,1,19,65,6.39,16.74,26.03,3285,37182,12965,41018,32897
2015-16,JUNE,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,730,990,13.35,14930,20461,20028,21414,135,66743,313,4454,661,13739,125,66743,2,9,37,8.4,16.2,25.86,4454,51981,14208,47527,33788
2015-16,JUNE,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,1516,1901,11.87,22837,30339,31415,32240,438,97917,329,2932,1185,21389,0,97917,1,3,30,6.02,15.65,23.9,2932,61086,24560,65904,45584
2015-16,JUNE,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,960,1272,14.98,15845,23988,23282,25153,206,74152,359,3107,1070,18544,244,74152,1,4,16,6.98,21.57,32.5,3107,48829,22631,55342,39714
2015-16,JUNE,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,814,1124,14.57,15588,21017,21037,22141,476,51753,579,6832,819,20268,0,51753,3,30,76,6,19.32,28.97,6832,59559,23064,52726,30778
2015-16,JUNE,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,631,868,14.83,10060,13497,13435,14228,355,43868,311,2680,769,14621,1099,43868,3,11,78,6.08,19.82,31.52,2680,37860,15004,35479,20523
2015-16,JUNE,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1021,1356,14.1,15942,24191,23209,25486,676,74917,761,5879,1373,23274,0,74917,3,19,68,7.3,24.2,38.6,5879,48815,23148,43780,34687
2015-16,MAY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,37,48,9.25,463,612,602,631,31,2059,9,165,16,522,19,2059,1,1,11,5.16,16.15,20.83,165,1888,896,1723,1199
2015-16,MAY,Y56,LONDON COMMISSIONING REGION,RRU,LONDON AMBULANCE SERVICE NHS TRUST,724,1079,18.2,25724,38670,37384,39543,843,121439,395,13785,1160,15303,1781,121439,0,2,29,6.7,17.9,31.5,13785,98455,28881,84670,63445
2015-16,MAY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX6,NORTH EAST AMBULANCE SERVICE NHS FOUNDATION TRUST,699,904,13.4,10734,13745,14101,14635,180,38873,206,1427,260,4920,96,38873,1,41,61,6.02,19.2,33.65,1427,22356,8703,28458,20934
2015-16,MAY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX7,NORTH WEST AMBULANCE SERVICE NHS TRUST,2015,2471,11.97,26907,33884,34865,36175,191,100228,247,6906,531,16038,592,100228,1,3,21,5.9,18.02,35,6906,70225,21332,69972,56421
2015-16,MAY,Y54,NORTH OF ENGLAND COMMISSIONING REGION,RX8,YORKSHIRE AMBULANCE SERVICE NHS TRUST,1099,1491,13.09,16599,22580,23079,23978,471,74443,67,3750,384,11023,1108,74443,1,18,35,6.04,15.58,24.27,3750,37789,13176,42065,33720
2015-16,MAY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RX9,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,811,1048,13.53333333,15670,21109,20782,22113,191,66627,303,4334,675,14232,132,66627,2,8,39,8.17,15.82,24.63,4334,53065,14769,48731,34499
2015-16,MAY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYA,WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,1474,1888,12.12,24212,31523,32601,33411,274,97734,375,3153,1127,21446,0,97734,1,2,17,5.85,15.45,23.72,3153,61734,24966,67062,46457
2015-16,MAY,Y55,MIDLANDS AND EAST OF ENGLAND COMMISSIONING REGION,RYC,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,1057,1310,13,16954,24349,24267,25587,223,71720,355,3000,1113,18711,222,71720,1,4,10,6.52,19.78,30.3,3000,49661,23234,57121,40499
2015-16,MAY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYD,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,861,1157,14.3,16692,21951,22169,23108,139,49946,541,6585,856,20739,0,49946,3,10,42,5.78,18.5,27.48,6585,60706,23697,54121,31427
2015-16,MAY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYE,SOUTH CENTRAL AMBULANCE SERVICE NHS FOUNDATION TRUST,768,1016,13.57,10499,13789,13934,14634,320,42532,271,2518,742,14604,1005,42532,3,6,75,5.87,18.58,30.23,2518,38509,14998,36304,21341
2015-16,MAY,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,1063,1415,14.4,16623,25091,24283,26464,364,75570,894,6298,1380,23758,0,75570,2,12,52,7.3,23.9,39.7,6298,49466,23039,44069,35641
2015-16,SEPTEMBER,Y57,SOUTH OF ENGLAND COMMISSIONING REGION,R1F,ISLE OF WIGHT NHS TRUST,33,42,9.75,416,549,537,564,17,2026,9,215,11,447,27,2026,1,1,10,5.1,16.21,19.06,215,1784,746,1569,1121
